IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
3540408;SP - POPULINA;SP - Populina;Fora do perimetro;3540408;SP;POPULINA;SP - POPULINA;FORA DO PERIMETRO VTAL
3540309;SP - PONTES GESTAL;SP - Pontes Gestal;Fora do perimetro;3540309;SP;PONTES GESTAL;SP - PONTES GESTAL;FORA DO PERIMETRO VTAL
3540259;SP - PONTALINDA;SP - Pontalinda;Fora do perimetro;3540259;SP;PONTALINDA;SP - PONTALINDA;FORA DO PERIMETRO VTAL
3540200;SP - PONTAL;SP - Pontal;Fora do perimetro;3540200;SP;PONTAL;SP - PONTAL;FORA DO PERIMETRO VTAL
3540101;SP - PONGAI;SP - Pongaí;Fora do perimetro;3540101;SP;PONGAI;SP - PONGAI;FORA DO PERIMETRO VTAL
3540002;SP - POMPEIA;SP - Pompéia;Fora do perimetro;3540002;SP;POMPEIA;SP - POMPEIA;FORA DO PERIMETRO VTAL
3539905;SP - POLONI;SP - Poloni;Fora do perimetro;3539905;SP;POLONI;SP - POLONI;FORA DO PERIMETRO VTAL
3539806;SP - POA;SP - Poá;V.tal;3539806;SP;POA;SP - POA;08. SP/RJ-Interior
3539707;SP - PLATINA;SP - Platina;Fora do perimetro;3539707;SP;PLATINA;SP - PLATINA;FORA DO PERIMETRO VTAL
3539608;SP - PLANALTO;SP - Planalto;Fora do perimetro;3539608;SP;PLANALTO;SP - PLANALTO;FORA DO PERIMETRO VTAL
3539509;SP - PITANGUEIRAS;SP - Pitangueiras;Fora do perimetro;3539509;SP;PITANGUEIRAS;SP - PITANGUEIRAS;FORA DO PERIMETRO VTAL
3539400;SP - PIRATININGA;SP - Piratininga;Fora do perimetro;3539400;SP;PIRATININGA;SP - PIRATININGA;FORA DO PERIMETRO VTAL
3539301;SP - PIRASSUNUNGA;SP - Pirassununga;Fora do perimetro;3539301;SP;PIRASSUNUNGA;SP - PIRASSUNUNGA;FORA DO PERIMETRO VTAL
3539202;SP - PIRAPOZINHO;SP - Pirapozinho;Fora do perimetro;3539202;SP;PIRAPOZINHO;SP - PIRAPOZINHO;FORA DO PERIMETRO VTAL
3539103;SP - PIRAPORA DO BOM JESUS;SP - Pirapora do Bom Jesus;Fora do perimetro;3539103;SP;PIRAPORA DO BOM JESUS;SP - PIRAPORA DO BOM JESUS;FORA DO PERIMETRO VTAL
3539004;SP - PIRANGI;SP - Pirangi;Fora do perimetro;3539004;SP;PIRANGI;SP - PIRANGI;FORA DO PERIMETRO VTAL
3538907;SP - PIRAJUI;SP - Pirajuí;Fora do perimetro;3538907;SP;PIRAJUI;SP - PIRAJUI;FORA DO PERIMETRO VTAL
3538808;SP - PIRAJU;SP - Piraju;Fora do perimetro;3538808;SP;PIRAJU;SP - PIRAJU;FORA DO PERIMETRO VTAL
3538709;SP - PIRACICABA;SP - Piracicaba;Fora do perimetro;3538709;SP;PIRACICABA;SP - PIRACICABA;FORA DO PERIMETRO VTAL
3538600;SP - PIRACAIA;SP - Piracaia;Fora do perimetro;3538600;SP;PIRACAIA;SP - PIRACAIA;FORA DO PERIMETRO VTAL
3538501;SP - PIQUETE;SP - Piquete;Fora do perimetro;3538501;SP;PIQUETE;SP - PIQUETE;FORA DO PERIMETRO VTAL
3538303;SP - PIQUEROBI;SP - Piquerobi;Fora do perimetro;3538303;SP;PIQUEROBI;SP - PIQUEROBI;FORA DO PERIMETRO VTAL
3538204;SP - PINHALZINHO;SP - Pinhalzinho;Fora do perimetro;3538204;SP;PINHALZINHO;SP - PINHALZINHO;FORA DO PERIMETRO VTAL
3538105;SP - PINDORAMA;SP - Pindorama;Fora do perimetro;3538105;SP;PINDORAMA;SP - PINDORAMA;FORA DO PERIMETRO VTAL
3538006;SP - PINDAMONHANGABA;SP - Pindamonhangaba;Fora do perimetro;3538006;SP;PINDAMONHANGABA;SP - PINDAMONHANGABA;FORA DO PERIMETRO VTAL
3537909;SP - PILAR DO SUL;SP - Pilar do Sul;Fora do perimetro;3537909;SP;PILAR DO SUL;SP - PILAR DO SUL;FORA DO PERIMETRO VTAL
3537800;SP - PIEDADE;SP - Piedade;Fora do perimetro;3537800;SP;PIEDADE;SP - PIEDADE;FORA DO PERIMETRO VTAL
3537701;SP - PIACATU;SP - Piacatu;Fora do perimetro;3537701;SP;PIACATU;SP - PIACATU;FORA DO PERIMETRO VTAL
3537602;SP - PERUIBE;SP - Peruíbe;V.tal;3537602;SP;PERUIBE;SP - PERUIBE;08. SP/RJ-Interior
3537503;SP - PEREIRAS;SP - Pereiras;Fora do perimetro;3537503;SP;PEREIRAS;SP - PEREIRAS;FORA DO PERIMETRO VTAL
3537404;SP - PEREIRA BARRETO;SP - Pereira Barreto;Fora do perimetro;3537404;SP;PEREIRA BARRETO;SP - PEREIRA BARRETO;FORA DO PERIMETRO VTAL
3537305;SP - PENAPOLIS;SP - Penápolis;V.tal;3537305;SP;PENAPOLIS;SP - PENAPOLIS;08. SP/RJ-Interior
3537206;SP - PEDRO DE TOLEDO;SP - Pedro de Toledo;Fora do perimetro;3537206;SP;PEDRO DE TOLEDO;SP - PEDRO DE TOLEDO;FORA DO PERIMETRO VTAL
3537156;SP - PEDRINHAS PAULISTA;SP - Pedrinhas Paulista;Fora do perimetro;3537156;SP;PEDRINHAS PAULISTA;SP - PEDRINHAS PAULISTA;FORA DO PERIMETRO VTAL
3537107;SP - PEDREIRA;SP - Pedreira;Fora do perimetro;3537107;SP;PEDREIRA;SP - PEDREIRA;FORA DO PERIMETRO VTAL
3537008;SP - PEDREGULHO;SP - Pedregulho;Fora do perimetro;3537008;SP;PEDREGULHO;SP - PEDREGULHO;FORA DO PERIMETRO VTAL
3536901;SP - PEDRANOPOLIS;SP - Pedranópolis;Fora do perimetro;3536901;SP;PEDRANOPOLIS;SP - PEDRANOPOLIS;FORA DO PERIMETRO VTAL
3536802;SP - PEDRA BELA;SP - Pedra Bela;Fora do perimetro;3536802;SP;PEDRA BELA;SP - PEDRA BELA;FORA DO PERIMETRO VTAL
3536703;SP - PEDERNEIRAS;SP - Pederneiras;Fora do perimetro;3536703;SP;PEDERNEIRAS;SP - PEDERNEIRAS;FORA DO PERIMETRO VTAL
3536604;SP - PAULO DE FARIA;SP - Paulo de Faria;Fora do perimetro;3536604;SP;PAULO DE FARIA;SP - PAULO DE FARIA;FORA DO PERIMETRO VTAL
3536570;SP - PAULISTANIA;SP - Paulistânia;Fora do perimetro;3536570;SP;PAULISTANIA;SP - PAULISTANIA;FORA DO PERIMETRO VTAL
3536505;SP - PAULINIA;SP - Paulínia;Fora do perimetro;3536505;SP;PAULINIA;SP - PAULINIA;FORA DO PERIMETRO VTAL
3536406;SP - PAULICEIA;SP - Paulicéia;Fora do perimetro;3536406;SP;PAULICEIA;SP - PAULICEIA;FORA DO PERIMETRO VTAL
3536307;SP - PATROCINIO PAULISTA;SP - Patrocínio Paulista;Fora do perimetro;3536307;SP;PATROCINIO PAULISTA;SP - PATROCINIO PAULISTA;FORA DO PERIMETRO VTAL
3536257;SP - PARISI;SP - Parisi;Fora do perimetro;3536257;SP;PARISI;SP - PARISI;FORA DO PERIMETRO VTAL
3536208;SP - PARIQUERA-ACU;SP - Pariquera-Açu;Fora do perimetro;3536208;SP;PARIQUERA-ACU;SP - PARIQUERA-ACU;FORA DO PERIMETRO VTAL
3536109;SP - PARDINHO;SP - Pardinho;Fora do perimetro;3536109;SP;PARDINHO;SP - PARDINHO;FORA DO PERIMETRO VTAL
3536000;SP - PARAPUA;SP - Parapuã;Fora do perimetro;3536000;SP;PARAPUA;SP - PARAPUA;FORA DO PERIMETRO VTAL
3535903;SP - PARANAPUA;SP - Paranapuã;Fora do perimetro;3535903;SP;PARANAPUA;SP - PARANAPUA;FORA DO PERIMETRO VTAL
3535804;SP - PARANAPANEMA;SP - Paranapanema;Fora do perimetro;3535804;SP;PARANAPANEMA;SP - PARANAPANEMA;FORA DO PERIMETRO VTAL
3535705;SP - PARAISO;SP - Paraíso;Fora do perimetro;3535705;SP;PARAISO;SP - PARAISO;FORA DO PERIMETRO VTAL
3535606;SP - PARAIBUNA;SP - Paraibuna;Fora do perimetro;3535606;SP;PARAIBUNA;SP - PARAIBUNA;FORA DO PERIMETRO VTAL
3535507;SP - PARAGUACU PAULISTA;SP - Paraguaçu Paulista;Fora do perimetro;3535507;SP;PARAGUACU PAULISTA;SP - PARAGUACU PAULISTA;FORA DO PERIMETRO VTAL
3535408;SP - PANORAMA;SP - Panorama;Fora do perimetro;3535408;SP;PANORAMA;SP - PANORAMA;FORA DO PERIMETRO VTAL
3535309;SP - PALMITAL;SP - Palmital;Fora do perimetro;3535309;SP;PALMITAL;SP - PALMITAL;FORA DO PERIMETRO VTAL
3535200;SP - PALMEIRA D'OESTE;SP - Palmeira d'Oeste;Fora do perimetro;3535200;SP;PALMEIRA D'OESTE;SP - PALMEIRA D'OESTE;FORA DO PERIMETRO VTAL
3535101;SP - PALMARES PAULISTA;SP - Palmares Paulista;Fora do perimetro;3535101;SP;PALMARES PAULISTA;SP - PALMARES PAULISTA;FORA DO PERIMETRO VTAL
3535002;SP - PALESTINA;SP - Palestina;Fora do perimetro;3535002;SP;PALESTINA;SP - PALESTINA;FORA DO PERIMETRO VTAL
3534906;SP - PACAEMBU;SP - Pacaembu;Fora do perimetro;3534906;SP;PACAEMBU;SP - PACAEMBU;FORA DO PERIMETRO VTAL
3534807;SP - OURO VERDE;SP - Ouro Verde;Fora do perimetro;3534807;SP;OURO VERDE;SP - OURO VERDE;FORA DO PERIMETRO VTAL
3534757;SP - OUROESTE;SP - Ouroeste;Fora do perimetro;3534757;SP;OUROESTE;SP - OUROESTE;FORA DO PERIMETRO VTAL
3534708;SP - OURINHOS;SP - Ourinhos;V.tal;3534708;SP;OURINHOS;SP - OURINHOS;08. SP/RJ-Interior
3534609;SP - OSVALDO CRUZ;SP - Osvaldo Cruz;Fora do perimetro;3534609;SP;OSVALDO CRUZ;SP - OSVALDO CRUZ;FORA DO PERIMETRO VTAL
3534500;SP - OSCAR BRESSANE;SP - Oscar Bressane;Fora do perimetro;3534500;SP;OSCAR BRESSANE;SP - OSCAR BRESSANE;FORA DO PERIMETRO VTAL
3534401;SP - OSASCO;SP - Osasco;V.tal;3534401;SP;OSASCO;SP - OSASCO;08. SP/RJ-Interior
3534302;SP - ORLANDIA;SP - Orlândia;Fora do perimetro;3534302;SP;ORLANDIA;SP - ORLANDIA;FORA DO PERIMETRO VTAL
3534203;SP - ORINDIUVA;SP - Orindiúva;Fora do perimetro;3534203;SP;ORINDIUVA;SP - ORINDIUVA;FORA DO PERIMETRO VTAL
3534104;SP - ORIENTE;SP - Oriente;Fora do perimetro;3534104;SP;ORIENTE;SP - ORIENTE;FORA DO PERIMETRO VTAL
3534005;SP - ONDA VERDE;SP - Onda Verde;Fora do perimetro;3534005;SP;ONDA VERDE;SP - ONDA VERDE;FORA DO PERIMETRO VTAL
3533908;SP - OLIMPIA;SP - Olímpia;Fora do perimetro;3533908;SP;OLIMPIA;SP - OLIMPIA;FORA DO PERIMETRO VTAL
3533809;SP - OLEO;SP - Óleo;Fora do perimetro;3533809;SP;OLEO;SP - OLEO;FORA DO PERIMETRO VTAL
3533700;SP - OCAUCU;SP - Ocauçu;Fora do perimetro;3533700;SP;OCAUCU;SP - OCAUCU;FORA DO PERIMETRO VTAL
3533601;SP - NUPORANGA;SP - Nuporanga;Fora do perimetro;3533601;SP;NUPORANGA;SP - NUPORANGA;FORA DO PERIMETRO VTAL
3533502;SP - NOVO HORIZONTE;SP - Novo Horizonte;Fora do perimetro;3533502;SP;NOVO HORIZONTE;SP - NOVO HORIZONTE;FORA DO PERIMETRO VTAL
3533403;SP - NOVA ODESSA;SP - Nova Odessa;Fora do perimetro;3533403;SP;NOVA ODESSA;SP - NOVA ODESSA;FORA DO PERIMETRO VTAL
3533304;SP - NOVA LUZITANIA;SP - Nova Luzitânia;Fora do perimetro;3533304;SP;NOVA LUZITANIA;SP - NOVA LUZITANIA;FORA DO PERIMETRO VTAL
3533254;SP - NOVAIS;SP - Novais;Fora do perimetro;3533254;SP;NOVAIS;SP - NOVAIS;FORA DO PERIMETRO VTAL
3533205;SP - NOVA INDEPENDENCIA;SP - Nova Independência;Fora do perimetro;3533205;SP;NOVA INDEPENDENCIA;SP - NOVA INDEPENDENCIA;FORA DO PERIMETRO VTAL
3533106;SP - NOVA GUATAPORANGA;SP - Nova Guataporanga;Fora do perimetro;3533106;SP;NOVA GUATAPORANGA;SP - NOVA GUATAPORANGA;FORA DO PERIMETRO VTAL
3533007;SP - NOVA GRANADA;SP - Nova Granada;Fora do perimetro;3533007;SP;NOVA GRANADA;SP - NOVA GRANADA;FORA DO PERIMETRO VTAL
3532900;SP - NOVA EUROPA;SP - Nova Europa;Fora do perimetro;3532900;SP;NOVA EUROPA;SP - NOVA EUROPA;FORA DO PERIMETRO VTAL
3532868;SP - NOVA CASTILHO;SP - Nova Castilho;Fora do perimetro;3532868;SP;NOVA CASTILHO;SP - NOVA CASTILHO;FORA DO PERIMETRO VTAL
3532843;SP - NOVA CANAA PAULISTA;SP - Nova Canaã Paulista;Fora do perimetro;3532843;SP;NOVA CANAA PAULISTA;SP - NOVA CANAA PAULISTA;FORA DO PERIMETRO VTAL
3532827;SP - NOVA CAMPINA;SP - Nova Campina;Fora do perimetro;3532827;SP;NOVA CAMPINA;SP - NOVA CAMPINA;FORA DO PERIMETRO VTAL
3532801;SP - NOVA ALIANCA;SP - Nova Aliança;Fora do perimetro;3532801;SP;NOVA ALIANCA;SP - NOVA ALIANCA;FORA DO PERIMETRO VTAL
3532702;SP - NIPOA;SP - Nipoã;Fora do perimetro;3532702;SP;NIPOA;SP - NIPOA;FORA DO PERIMETRO VTAL
3532603;SP - NHANDEARA;SP - Nhandeara;Fora do perimetro;3532603;SP;NHANDEARA;SP - NHANDEARA;FORA DO PERIMETRO VTAL
3532504;SP - NEVES PAULISTA;SP - Neves Paulista;Fora do perimetro;3532504;SP;NEVES PAULISTA;SP - NEVES PAULISTA;FORA DO PERIMETRO VTAL
3532405;SP - NAZARE PAULISTA;SP - Nazaré Paulista;Fora do perimetro;3532405;SP;NAZARE PAULISTA;SP - NAZARE PAULISTA;FORA DO PERIMETRO VTAL
3532306;SP - NATIVIDADE DA SERRA;SP - Natividade da Serra;Fora do perimetro;3532306;SP;NATIVIDADE DA SERRA;SP - NATIVIDADE DA SERRA;FORA DO PERIMETRO VTAL
3532207;SP - NARANDIBA;SP - Narandiba;Fora do perimetro;3532207;SP;NARANDIBA;SP - NARANDIBA;FORA DO PERIMETRO VTAL
3532157;SP - NANTES;SP - Nantes;Fora do perimetro;3532157;SP;NANTES;SP - NANTES;FORA DO PERIMETRO VTAL
3532108;SP - MURUTINGA DO SUL;SP - Murutinga do Sul;Fora do perimetro;3532108;SP;MURUTINGA DO SUL;SP - MURUTINGA DO SUL;FORA DO PERIMETRO VTAL
3532058;SP - MOTUCA;SP - Motuca;Fora do perimetro;3532058;SP;MOTUCA;SP - MOTUCA;FORA DO PERIMETRO VTAL
3532009;SP - MORUNGABA;SP - Morungaba;Fora do perimetro;3532009;SP;MORUNGABA;SP - MORUNGABA;FORA DO PERIMETRO VTAL
3531902;SP - MORRO AGUDO;SP - Morro Agudo;Fora do perimetro;3531902;SP;MORRO AGUDO;SP - MORRO AGUDO;FORA DO PERIMETRO VTAL
3531803;SP - MONTE MOR;SP - Monte Mor;Fora do perimetro;3531803;SP;MONTE MOR;SP - MONTE MOR;FORA DO PERIMETRO VTAL
3531704;SP - MONTEIRO LOBATO;SP - Monteiro Lobato;Fora do perimetro;3531704;SP;MONTEIRO LOBATO;SP - MONTEIRO LOBATO;FORA DO PERIMETRO VTAL
3531605;SP - MONTE CASTELO;SP - Monte Castelo;Fora do perimetro;3531605;SP;MONTE CASTELO;SP - MONTE CASTELO;FORA DO PERIMETRO VTAL
3531506;SP - MONTE AZUL PAULISTA;SP - Monte Azul Paulista;Fora do perimetro;3531506;SP;MONTE AZUL PAULISTA;SP - MONTE AZUL PAULISTA;FORA DO PERIMETRO VTAL
3531407;SP - MONTE APRAZIVEL;SP - Monte Aprazível;Fora do perimetro;3531407;SP;MONTE APRAZIVEL;SP - MONTE APRAZIVEL;FORA DO PERIMETRO VTAL
3531308;SP - MONTE ALTO;SP - Monte Alto;Fora do perimetro;3531308;SP;MONTE ALTO;SP - MONTE ALTO;FORA DO PERIMETRO VTAL
3531209;SP - MONTE ALEGRE DO SUL;SP - Monte Alegre do Sul;Fora do perimetro;3531209;SP;MONTE ALEGRE DO SUL;SP - MONTE ALEGRE DO SUL;FORA DO PERIMETRO VTAL
3531100;SP - MONGAGUA;SP - Mongaguá;Fora do perimetro;3531100;SP;MONGAGUA;SP - MONGAGUA;FORA DO PERIMETRO VTAL
3531001;SP - MONCOES;SP - Monções;Fora do perimetro;3531001;SP;MONCOES;SP - MONCOES;FORA DO PERIMETRO VTAL
3530904;SP - MOMBUCA;SP - Mombuca;Fora do perimetro;3530904;SP;MOMBUCA;SP - MOMBUCA;FORA DO PERIMETRO VTAL
3530805;SP - MOJI MIRIM;SP - Mogi Mirim;V.tal;3530805;SP;MOJI MIRIM;SP - MOJI MIRIM;08. SP/RJ-Interior
3530706;SP - MOGI GUACU;SP - Mogi Guaçu;Fora do perimetro;3530706;SP;MOGI GUACU;SP - MOGI GUACU;FORA DO PERIMETRO VTAL
3530607;SP - MOGI DAS CRUZES;SP - Mogi das Cruzes;V.tal;3530607;SP;MOGI DAS CRUZES;SP - MOGI DAS CRUZES;01. SP-Capital
3530508;SP - MOCOCA;SP - Mococa;Fora do perimetro;3530508;SP;MOCOCA;SP - MOCOCA;FORA DO PERIMETRO VTAL
3530409;SP - MIRASSOLANDIA;SP - Mirassolândia;Fora do perimetro;3530409;SP;MIRASSOLANDIA;SP - MIRASSOLANDIA;FORA DO PERIMETRO VTAL
3530300;SP - MIRASSOL;SP - Mirassol;Fora do perimetro;3530300;SP;MIRASSOL;SP - MIRASSOL;FORA DO PERIMETRO VTAL
3530201;SP - MIRANTE DO PARANAPANEMA;SP - Mirante do Paranapanema;Fora do perimetro;3530201;SP;MIRANTE DO PARANAPANEMA;SP - MIRANTE DO PARANAPANEMA;FORA DO PERIMETRO VTAL
3530102;SP - MIRANDOPOLIS;SP - Mirandópolis;Fora do perimetro;3530102;SP;MIRANDOPOLIS;SP - MIRANDOPOLIS;FORA DO PERIMETRO VTAL
3530003;SP - MIRA ESTRELA;SP - Mira Estrela;Fora do perimetro;3530003;SP;MIRA ESTRELA;SP - MIRA ESTRELA;FORA DO PERIMETRO VTAL
3529906;SP - MIRACATU;SP - Miracatu;V.tal;3529906;SP;MIRACATU;SP - MIRACATU;08. SP/RJ-Interior
3529807;SP - MINEIROS DO TIETE;SP - Mineiros do Tietê;Fora do perimetro;3529807;SP;MINEIROS DO TIETE;SP - MINEIROS DO TIETE;FORA DO PERIMETRO VTAL
3529708;SP - MIGUELOPOLIS;SP - Miguelópolis;Fora do perimetro;3529708;SP;MIGUELOPOLIS;SP - MIGUELOPOLIS;FORA DO PERIMETRO VTAL
3529658;SP - MESOPOLIS;SP - Mesópolis;Fora do perimetro;3529658;SP;MESOPOLIS;SP - MESOPOLIS;FORA DO PERIMETRO VTAL
3529609;SP - MERIDIANO;SP - Meridiano;Fora do perimetro;3529609;SP;MERIDIANO;SP - MERIDIANO;FORA DO PERIMETRO VTAL
3529500;SP - MENDONCA;SP - Mendonça;Fora do perimetro;3529500;SP;MENDONCA;SP - MENDONCA;FORA DO PERIMETRO VTAL
3529401;SP - MAUA;SP - Mauá;Fora do perimetro;3529401;SP;MAUA;SP - MAUA;FORA DO PERIMETRO VTAL
3529302;SP - MATAO;SP - Matão;Fora do perimetro;3529302;SP;MATAO;SP - MATAO;FORA DO PERIMETRO VTAL
3529203;SP - MARTINOPOLIS;SP - Martinópolis;Fora do perimetro;3529203;SP;MARTINOPOLIS;SP - MARTINOPOLIS;FORA DO PERIMETRO VTAL
3529104;SP - MARINOPOLIS;SP - Marinópolis;Fora do perimetro;3529104;SP;MARINOPOLIS;SP - MARINOPOLIS;FORA DO PERIMETRO VTAL
3529005;SP - MARILIA;SP - Marília;V.tal;3529005;SP;MARILIA;SP - MARILIA;08. SP/RJ-Interior
3528908;SP - MARIAPOLIS;SP - Mariápolis;Fora do perimetro;3528908;SP;MARIAPOLIS;SP - MARIAPOLIS;FORA DO PERIMETRO VTAL
3528858;SP - MARAPOAMA;SP - Marapoama;Fora do perimetro;3528858;SP;MARAPOAMA;SP - MARAPOAMA;FORA DO PERIMETRO VTAL
3528809;SP - MARACAI;SP - Maracaí;Fora do perimetro;3528809;SP;MARACAI;SP - MARACAI;FORA DO PERIMETRO VTAL
3528700;SP - MARABA PAULISTA;SP - Marabá Paulista;Fora do perimetro;3528700;SP;MARABA PAULISTA;SP - MARABA PAULISTA;FORA DO PERIMETRO VTAL
3528601;SP - MANDURI;SP - Manduri;Fora do perimetro;3528601;SP;MANDURI;SP - MANDURI;FORA DO PERIMETRO VTAL
3528502;SP - MAIRIPORA;SP - Mairiporã;Fora do perimetro;3528502;SP;MAIRIPORA;SP - MAIRIPORA;FORA DO PERIMETRO VTAL
3528403;SP - MAIRINQUE;SP - Mairinque;Fora do perimetro;3528403;SP;MAIRINQUE;SP - MAIRINQUE;FORA DO PERIMETRO VTAL
3528304;SP - MAGDA;SP - Magda;Fora do perimetro;3528304;SP;MAGDA;SP - MAGDA;FORA DO PERIMETRO VTAL
3528205;SP - MACEDONIA;SP - Macedônia;Fora do perimetro;3528205;SP;MACEDONIA;SP - MACEDONIA;FORA DO PERIMETRO VTAL
3528106;SP - MACAUBAL;SP - Macaubal;Fora do perimetro;3528106;SP;MACAUBAL;SP - MACAUBAL;FORA DO PERIMETRO VTAL
3528007;SP - MACATUBA;SP - Macatuba;Fora do perimetro;3528007;SP;MACATUBA;SP - MACATUBA;FORA DO PERIMETRO VTAL
3527900;SP - LUTECIA;SP - Lutécia;Fora do perimetro;3527900;SP;LUTECIA;SP - LUTECIA;FORA DO PERIMETRO VTAL
3527801;SP - LUPERCIO;SP - Lupércio;Fora do perimetro;3527801;SP;LUPERCIO;SP - LUPERCIO;FORA DO PERIMETRO VTAL
3527702;SP - LUIZIANIA;SP - Luiziânia;Fora do perimetro;3527702;SP;LUIZIANIA;SP - LUIZIANIA;FORA DO PERIMETRO VTAL
3527603;SP - LUIS ANTONIO;SP - Luís Antônio;Fora do perimetro;3527603;SP;LUIS ANTONIO;SP - LUIS ANTONIO;FORA DO PERIMETRO VTAL
3527504;SP - LUCIANOPOLIS;SP - Lucianópolis;Fora do perimetro;3527504;SP;LUCIANOPOLIS;SP - LUCIANOPOLIS;FORA DO PERIMETRO VTAL
3527405;SP - LUCELIA;SP - Lucélia;Fora do perimetro;3527405;SP;LUCELIA;SP - LUCELIA;FORA DO PERIMETRO VTAL
3527306;SP - LOUVEIRA;SP - Louveira;Fora do perimetro;3527306;SP;LOUVEIRA;SP - LOUVEIRA;FORA DO PERIMETRO VTAL
3527256;SP - LOURDES;SP - Lourdes;Fora do perimetro;3527256;SP;LOURDES;SP - LOURDES;FORA DO PERIMETRO VTAL
3527207;SP - LORENA;SP - Lorena;Fora do perimetro;3527207;SP;LORENA;SP - LORENA;FORA DO PERIMETRO VTAL
3527108;SP - LINS;SP - Lins;V.tal;3527108;SP;LINS;SP - LINS;08. SP/RJ-Interior
3527009;SP - LINDOIA;SP - Lindóia;Fora do perimetro;3527009;SP;LINDOIA;SP - LINDOIA;FORA DO PERIMETRO VTAL
3526902;SP - LIMEIRA;SP - Limeira;V.tal;3526902;SP;LIMEIRA;SP - LIMEIRA;08. SP/RJ-Interior
3526803;SP - LENCOIS PAULISTA;SP - Lençóis Paulista;Fora do perimetro;3526803;SP;LENCOIS PAULISTA;SP - LENCOIS PAULISTA;FORA DO PERIMETRO VTAL
3526704;SP - LEME;SP - Leme;Fora do perimetro;3526704;SP;LEME;SP - LEME;FORA DO PERIMETRO VTAL
3526605;SP - LAVRINHAS;SP - Lavrinhas;Fora do perimetro;3526605;SP;LAVRINHAS;SP - LAVRINHAS;FORA DO PERIMETRO VTAL
3526506;SP - LAVINIA;SP - Lavínia;Fora do perimetro;3526506;SP;LAVINIA;SP - LAVINIA;FORA DO PERIMETRO VTAL
3526407;SP - LARANJAL PAULISTA;SP - Laranjal Paulista;Fora do perimetro;3526407;SP;LARANJAL PAULISTA;SP - LARANJAL PAULISTA;FORA DO PERIMETRO VTAL
3526308;SP - LAGOINHA;SP - Lagoinha;Fora do perimetro;3526308;SP;LAGOINHA;SP - LAGOINHA;FORA DO PERIMETRO VTAL
3526209;SP - JUQUITIBA;SP - Juquitiba;Fora do perimetro;3526209;SP;JUQUITIBA;SP - JUQUITIBA;FORA DO PERIMETRO VTAL
3526100;SP - JUQUIA;SP - Juquiá;Fora do perimetro;3526100;SP;JUQUIA;SP - JUQUIA;FORA DO PERIMETRO VTAL
3526001;SP - JUNQUEIROPOLIS;SP - Junqueirópolis;Fora do perimetro;3526001;SP;JUNQUEIROPOLIS;SP - JUNQUEIROPOLIS;FORA DO PERIMETRO VTAL
3525904;SP - JUNDIAI;SP - Jundiaí;V.tal;3525904;SP;JUNDIAI;SP - JUNDIAI;08. SP/RJ-Interior
3525854;SP - JUMIRIM;SP - Jumirim;Fora do perimetro;3525854;SP;JUMIRIM;SP - JUMIRIM;FORA DO PERIMETRO VTAL
3525805;SP - JULIO MESQUITA;SP - Júlio Mesquita;Fora do perimetro;3525805;SP;JULIO MESQUITA;SP - JULIO MESQUITA;FORA DO PERIMETRO VTAL
3525706;SP - JOSE BONIFACIO;SP - José Bonifácio;Fora do perimetro;3525706;SP;JOSE BONIFACIO;SP - JOSE BONIFACIO;FORA DO PERIMETRO VTAL
3525607;SP - JOAO RAMALHO;SP - João Ramalho;Fora do perimetro;3525607;SP;JOAO RAMALHO;SP - JOAO RAMALHO;FORA DO PERIMETRO VTAL
3525508;SP - JOANOPOLIS;SP - Joanópolis;Fora do perimetro;3525508;SP;JOANOPOLIS;SP - JOANOPOLIS;FORA DO PERIMETRO VTAL
3525409;SP - JERIQUARA;SP - Jeriquara;Fora do perimetro;3525409;SP;JERIQUARA;SP - JERIQUARA;FORA DO PERIMETRO VTAL
3525300;SP - JAU;SP - Jaú;V.tal;3525300;SP;JAU;SP - JAU;08. SP/RJ-Interior
3525201;SP - JARINU;SP - Jarinu;Fora do perimetro;3525201;SP;JARINU;SP - JARINU;FORA DO PERIMETRO VTAL
3525102;SP - JARDINOPOLIS;SP - Jardinópolis;Fora do perimetro;3525102;SP;JARDINOPOLIS;SP - JARDINOPOLIS;FORA DO PERIMETRO VTAL
3525003;SP - JANDIRA;SP - Jandira;Fora do perimetro;3525003;SP;JANDIRA;SP - JANDIRA;FORA DO PERIMETRO VTAL
3524907;SP - JAMBEIRO;SP - Jambeiro;Fora do perimetro;3524907;SP;JAMBEIRO;SP - JAMBEIRO;FORA DO PERIMETRO VTAL
3524808;SP - JALES;SP - Jales;Fora do perimetro;3524808;SP;JALES;SP - JALES;FORA DO PERIMETRO VTAL
3524709;SP - JAGUARIUNA;SP - Jaguariúna;Fora do perimetro;3524709;SP;JAGUARIUNA;SP - JAGUARIUNA;FORA DO PERIMETRO VTAL
3524600;SP - JACUPIRANGA;SP - Jacupiranga;Fora do perimetro;3524600;SP;JACUPIRANGA;SP - JACUPIRANGA;FORA DO PERIMETRO VTAL
3524501;SP - JACI;SP - Jaci;Fora do perimetro;3524501;SP;JACI;SP - JACI;FORA DO PERIMETRO VTAL
3524402;SP - JACAREI;SP - Jacareí;V.tal;3524402;SP;JACAREI;SP - JACAREI;08. SP/RJ-Interior
